tts_verb_blow.mp3	blow bubbles
tts_verb_build.mp3	build a tower
tts_verb_carry.mp3	carry a box
tts_verb_climb.mp3	climb a ladder
tts_verb_dig.mp3	dig a hole
tts_verb_drink.mp3	drink coffee
tts_verb_eat.mp3	eat an apple
tts_verb_paint.mp3	paint a canvas
tts_verb_peel.mp3	peel a banana
tts_verb_play.mp3	play the guitar
tts_verb_push.mp3	push a cart
tts_verb_read.mp3	red a book
tts_verb_ride.mp3	ride a bicycle
tts_verb_shake.mp3	shake a bottle
tts_verb_smell.mp3	smell a flower
tts_verb_spin.mp3	spin a top
tts_verb_stir.mp3	stir a pot
tts_verb_sweep.mp3	sweep the floor
tts_verb_wash.mp3	wash a dish
tts_verb_drag.mp3	drag a sack
tts_sent_pirate_blow_past.mp3	The Pirate blew bubbles.
tts_sent_pirate_blow_future.mp3	The Pirate will blow bubbles.
tts_sent_pirate_build_past.mp3	The Pirate built a tower.
tts_sent_pirate_build_future.mp3	The Pirate will build a tower.
tts_sent_pirate_carry_past.mp3	The Pirate carried a box.
tts_sent_pirate_carry_future.mp3	The Pirate will carry a box.
tts_sent_pirate_climb_past.mp3	The Pirate climbed a ladder.
tts_sent_pirate_climb_future.mp3	The Pirate will climb a ladder.
tts_sent_pirate_dig_past.mp3	The Pirate dug a hole.
tts_sent_pirate_dig_future.mp3	The Pirate will dig a hole.
tts_sent_pirate_drink_past.mp3	The Pirate drank coffee.
tts_sent_pirate_drink_future.mp3	The Pirate will drink coffee.
tts_sent_pirate_eat_past.mp3	The Pirate ate an apple.
tts_sent_pirate_eat_future.mp3	The Pirate will eat an apple.
tts_sent_pirate_paint_past.mp3	The Pirate painted a canvas.
tts_sent_pirate_paint_future.mp3	The Pirate will paint a canvas.
tts_sent_pirate_peel_past.mp3	The Pirate peeled a banana.
tts_sent_pirate_peel_future.mp3	The Pirate will peel a banana.
tts_sent_pirate_play_past.mp3	The Pirate played the guitar.
tts_sent_pirate_play_future.mp3	The Pirate will play the guitar.
tts_sent_pirate_push_past.mp3	The Pirate pushed a cart.
tts_sent_pirate_push_future.mp3	The Pirate will push a cart.
tts_sent_pirate_read_past.mp3	The Pirate read a book.
tts_sent_pirate_read_future.mp3	The Pirate will read a book.
tts_sent_pirate_ride_past.mp3	The Pirate rode a bicycle.
tts_sent_pirate_ride_future.mp3	The Pirate will ride a bicycle.
tts_sent_pirate_shake_past.mp3	The Pirate shook a bottle.
tts_sent_pirate_shake_future.mp3	The Pirate will shake a bottle.
tts_sent_pirate_smell_past.mp3	The Pirate smelled a flower.
tts_sent_pirate_smell_future.mp3	The Pirate will smell a flower.
tts_sent_pirate_spin_past.mp3	The Pirate spun a top.
tts_sent_pirate_spin_future.mp3	The Pirate will spin a top.
tts_sent_pirate_stir_past.mp3	The Pirate stirred a pot.
tts_sent_pirate_stir_future.mp3	The Pirate will stir a pot.
tts_sent_pirate_sweep_past.mp3	The Pirate swept the floor.
tts_sent_pirate_sweep_future.mp3	The Pirate will sweep the floor.
tts_sent_pirate_wash_past.mp3	The Pirate washed a dish.
tts_sent_pirate_wash_future.mp3	The Pirate will wash a dish.
tts_sent_pirate_drag_past.mp3	The Pirate dragged a sack.
tts_sent_pirate_drag_future.mp3	The Pirate will drag a sack.
tts_sent_chef_blow_past.mp3	The Chef blew bubbles.
tts_sent_chef_blow_future.mp3	The Chef will blow bubbles.
tts_sent_chef_build_past.mp3	The Chef built a tower.
tts_sent_chef_build_future.mp3	The Chef will build a tower.
tts_sent_chef_carry_past.mp3	The Chef carried a box.
tts_sent_chef_carry_future.mp3	The Chef will carry a box.
tts_sent_chef_climb_past.mp3	The Chef climbed a ladder.
tts_sent_chef_climb_future.mp3	The Chef will climb a ladder.
tts_sent_chef_dig_past.mp3	The Chef dug a hole.
tts_sent_chef_dig_future.mp3	The Chef will dig a hole.
tts_sent_chef_drink_past.mp3	The Chef drank coffee.
tts_sent_chef_drink_future.mp3	The Chef will drink coffee.
tts_sent_chef_eat_past.mp3	The Chef ate an apple.
tts_sent_chef_eat_future.mp3	The Chef will eat an apple.
tts_sent_chef_paint_past.mp3	The Chef painted a canvas.
tts_sent_chef_paint_future.mp3	The Chef will paint a canvas.
tts_sent_chef_peel_past.mp3	The Chef peeled a banana.
tts_sent_chef_peel_future.mp3	The Chef will peel a banana.
tts_sent_chef_play_past.mp3	The Chef played the guitar.
tts_sent_chef_play_future.mp3	The Chef will play the guitar.
tts_sent_chef_push_past.mp3	The Chef pushed a cart.
tts_sent_chef_push_future.mp3	The Chef will push a cart.
tts_sent_chef_read_past.mp3	The Chef read a book.
tts_sent_chef_read_future.mp3	The Chef will read a book.
tts_sent_chef_ride_past.mp3	The Chef rode a bicycle.
tts_sent_chef_ride_future.mp3	The Chef will ride a bicycle.
tts_sent_chef_shake_past.mp3	The Chef shook a bottle.
